422
524
346
565
643
1004
442
332
733
832
541
460
284
525
736
441
330
581
470
383
511
579
821
401
354
351
469
876
484
394
656
403
836
743
368
662
310
726
644
595
366
535
490
529
447
1168
938
497
1221
1013
550
556
546
308
407
713
335
1024
436
337
708
395
1259
674
467
462
576
429
434
494
1186
368
359
846
567
797
522
550
383
857
914
488
1045
291
467
653
884
766
497
899
410
820
472
419
391
567
360
576
661
443
